sample_id,crop_type,state,season,soil_type,temperature_celsius,humidity_percent,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_kmh,sunlight_hours,leaf_wetness_hours,field_area_hectares,days_after_sowing,irrigation_type,prev_disease_history,disease_label,severity_score,severity_label,treatment_cost_inr,yield_loss_percent
FDP-01001,Barley,Karnataka,Kharif,Sandy,29.0,79.1,180.66,6.53,42.2,36.6,37.4,23.7,11.1,2.4,13.16,15,Sprinkler,0,Leaf Blight,0.332,Mild,1563,18.6
FDP-01002,Barley,Andhra Pradesh,Rabi,Clay,29.3,80.6,139.79,6.27,57.0,31.1,43.9,20.4,9.0,9.0,5.83,77,Furrow,1,Leaf Blight,0.938,Severe,19538,66.2
FDP-01003,Rice,Uttar Pradesh,Zaid,Red Laterite,20.5,87.1,167.44,5.67,46.4,30.6,29.8,15.5,9.3,13.1,22.11,45,Flood,0,Root Rot,0.399,Mild,940,19.4
FDP-01004,Tomato,Madhya Pradesh,Zaid,Loam,19.1,71.7,115.99,6.23,55.7,51.3,59.0,14.6,5.6,13.8,20.19,31,Drip,1,Rust Disease,0.685,Moderate,4135,29.5
FDP-01005,Soybean,Madhya Pradesh,Rabi,Sandy Loam,24.0,99.6,165.94,5.64,48.9,49.8,42.6,13.4,11.0,16.1,0.77,101,Flood,1,Anthracnose,0.675,Moderate,2578,35.7
FDP-01006,Tomato,Andhra Pradesh,Zaid,Loam,29.6,81.1,189.14,6.32,56.9,45.0,49.3,20.1,11.1,10.4,24.21,99,Rainfed,0,Leaf Blight,0.875,Severe,18366,79.7
FDP-01007,Wheat,Punjab,Zaid,Clay,23.0,66.0,65.16,6.5,60.1,43.5,55.7,11.8,11.5,8.3,9.28,49,Furrow,0,Powdery Mildew,0.377,Mild,1623,11.1
FDP-01008,Rice,Telangana,Rabi,Loam,30.7,86.2,106.49,6.55,53.5,45.2,46.3,14.3,6.7,12.2,18.08,49,Flood,0,Leaf Blight,0.492,Mild,700,10.7
FDP-01009,Soybean,Jharkhand,Kharif,Red Laterite,27.9,70.4,109.34,5.23,48.1,25.5,35.5,14.1,5.7,16.0,2.59,30,Furrow,0,Fusarium Wilt,0.81,Severe,18045,65.6
FDP-01010,Rice,Tamil Nadu,Zaid,Loam,13.8,93.9,193.84,6.0,52.4,43.4,41.8,24.4,11.1,6.8,24.96,88,Furrow,1,Downy Mildew,0.49,Mild,702,18.4
FDP-01011,Soybean,Telangana,Kharif,Loam,24.2,54.6,127.03,6.62,71.1,64.2,75.3,20.7,6.6,17.7,17.86,109,Rainfed,1,Healthy,0.059,None,0,0.0
FDP-01012,Barley,Karnataka,Zaid,Clay,30.0,84.7,155.79,6.26,41.0,41.5,46.0,23.7,4.0,8.9,1.1,31,Rainfed,0,Leaf Blight,0.697,Moderate,4190,21.3
FDP-01013,Cotton,Maharashtra,Zaid,Red Laterite,31.6,81.2,151.82,6.18,50.1,39.8,40.0,24.4,4.1,17.1,9.53,101,Rainfed,1,Bacterial Wilt,0.428,Mild,1224,17.0
FDP-01014,Potato,Tamil Nadu,Rabi,Silty Clay,19.8,86.0,236.99,6.16,43.0,26.2,37.9,24.1,9.1,15.4,13.73,119,Sprinkler,0,Root Rot,0.745,Moderate,2712,43.7
FDP-01015,Cotton,Punjab,Kharif,Black Cotton,23.6,59.7,60.42,7.08,60.8,49.3,57.0,2.9,5.6,4.2,6.74,24,Drip,0,Powdery Mildew,0.416,Mild,617,6.3
FDP-01016,Sugarcane,Karnataka,Kharif,Sandy,30.0,78.3,140.2,6.03,48.8,38.1,45.9,14.4,7.6,11.8,20.78,80,Rainfed,0,Leaf Blight,0.648,Moderate,7612,44.9
FDP-01017,Rice,Andhra Pradesh,Rabi,Sandy Loam,30.2,60.1,129.61,6.51,56.6,35.1,52.6,23.3,7.3,18.0,14.69,39,Rainfed,0,Mosaic Virus,0.792,Severe,19306,53.5
FDP-01018,Barley,Uttar Pradesh,Zaid,Silty Clay,32.3,77.9,129.55,6.01,50.4,33.7,47.8,6.5,11.8,7.1,15.23,92,Flood,1,Bacterial Wilt,0.772,Severe,15375,51.1
FDP-01019,Maize,Uttar Pradesh,Zaid,Loam,31.9,91.1,181.3,6.4,56.9,35.9,48.6,23.9,9.0,14.9,16.51,69,Rainfed,1,Leaf Blight,0.419,Mild,731,10.1
FDP-01020,Barley,Madhya Pradesh,Kharif,Loam,28.7,74.3,129.35,7.04,44.0,38.7,42.1,18.0,7.2,4.3,9.22,76,Sprinkler,1,Bacterial Wilt,0.449,Mild,1792,13.5
FDP-01021,Potato,Odisha,Zaid,Silty Clay,24.2,44.2,89.15,6.51,84.1,55.5,75.9,10.9,11.3,17.5,4.75,19,Furrow,1,Healthy,0.085,None,0,0.0
FDP-01022,Wheat,Rajasthan,Zaid,Sandy,27.3,53.1,74.58,6.72,74.3,64.6,87.2,9.6,8.3,17.3,5.55,53,Drip,1,Healthy,0.001,None,0,0.0
FDP-01023,Maize,Uttar Pradesh,Rabi,Loam,26.4,65.6,96.6,6.57,56.6,35.3,47.0,17.4,5.5,11.4,10.59,27,Rainfed,1,Mosaic Virus,0.438,Mild,1583,12.7
FDP-01024,Rice,Haryana,Rabi,Sandy Loam,26.1,49.3,96.27,6.83,76.2,61.0,73.8,18.5,10.1,5.5,1.61,113,Flood,1,Healthy,0.047,None,0,0.0
FDP-01025,Cotton,West Bengal,Rabi,Clay,22.7,59.3,73.49,7.32,53.9,48.1,55.5,11.1,5.5,10.5,17.47,118,Drip,1,Powdery Mildew,0.993,Severe,22396,50.7
FDP-01026,Soybean,Jharkhand,Kharif,Loam,29.8,72.1,205.42,6.52,47.6,41.7,42.5,19.4,7.4,6.1,12.03,105,Drip,0,Leaf Blight,0.433,Mild,582,7.0
FDP-01027,Cotton,Karnataka,Kharif,Clay,22.9,59.6,61.98,7.0,57.2,53.6,58.2,14.8,10.8,17.9,12.95,40,Sprinkler,1,Powdery Mildew,0.383,Mild,1501,13.3
FDP-01028,Maize,Telangana,Rabi,Red Laterite,14.5,86.4,182.41,6.5,46.4,41.4,46.1,13.6,11.3,11.7,21.09,114,Furrow,1,Downy Mildew,0.808,Severe,20741,49.6
FDP-01029,Wheat,Rajasthan,Kharif,Clay,25.0,87.4,174.55,6.17,47.3,34.6,54.0,21.3,6.9,8.3,24.56,79,Flood,0,Anthracnose,0.336,Mild,1200,11.4
FDP-01030,Wheat,Madhya Pradesh,Rabi,Sandy,17.9,76.3,123.59,5.87,50.5,51.9,48.7,4.5,6.2,1.8,11.09,51,Drip,1,Rust Disease,0.833,Severe,16118,66.6
FDP-01031,Maize,Telangana,Kharif,Loam,32.6,78.3,155.47,5.81,42.7,36.2,45.2,18.7,9.4,6.7,4.66,29,Flood,1,Bacterial Wilt,0.766,Severe,22062,51.9
FDP-01032,Rice,West Bengal,Zaid,Black Cotton,29.8,75.3,192.65,6.07,56.2,30.1,36.7,6.9,6.1,2.6,9.0,93,Flood,0,Bacterial Wilt,0.995,Severe,12873,53.0
FDP-01033,Wheat,Jharkhand,Rabi,Clay,23.6,57.3,120.4,6.99,83.5,60.6,66.7,6.0,8.8,13.1,8.27,33,Drip,1,Healthy,0.062,None,0,0.0
FDP-01034,Wheat,West Bengal,Rabi,Sandy,23.4,60.4,106.55,7.03,78.4,51.1,74.1,14.8,11.7,15.9,10.41,54,Flood,0,Healthy,0.034,None,0,0.0
FDP-01035,Barley,Uttar Pradesh,Rabi,Black Cotton,18.4,84.3,216.4,5.53,31.2,26.6,31.5,13.9,5.7,10.1,20.97,53,Sprinkler,0,Root Rot,0.555,Moderate,4875,37.8
FDP-01036,Wheat,Uttar Pradesh,Kharif,Sandy Loam,24.6,58.9,122.23,6.94,80.5,60.2,75.1,9.0,7.7,4.2,16.09,21,Flood,1,Healthy,0.029,None,0,0.0
FDP-01037,Sorghum,Haryana,Kharif,Sandy,28.4,82.5,172.62,5.9,51.1,43.1,40.9,15.1,7.6,12.2,1.74,47,Sprinkler,1,Leaf Blight,0.534,Moderate,2913,22.4
FDP-01038,Barley,Rajasthan,Kharif,Loam,27.1,44.6,98.96,6.81,79.4,56.2,63.7,13.7,10.9,8.1,18.72,109,Furrow,1,Healthy,0.053,None,0,0.0
FDP-01039,Potato,Gujarat,Kharif,Silty Clay,22.3,64.1,33.77,6.6,67.3,40.7,46.9,14.4,5.6,8.3,12.79,26,Flood,0,Powdery Mildew,0.741,Moderate,6930,23.0
FDP-01040,Tomato,Bihar,Kharif,Black Cotton,23.1,73.7,128.97,6.34,57.8,40.2,56.7,7.9,7.1,7.1,9.62,27,Furrow,0,Rust Disease,0.733,Moderate,4469,38.1
FDP-01041,Tomato,Haryana,Zaid,Black Cotton,30.7,62.4,125.48,5.41,41.9,40.5,37.8,2.4,9.0,8.8,14.4,20,Flood,0,Fusarium Wilt,0.593,Moderate,7829,26.3
FDP-01042,Barley,Bihar,Rabi,Loam,28.0,71.4,107.03,6.63,65.9,31.7,49.5,16.0,5.5,11.7,4.76,95,Rainfed,0,Mosaic Virus,0.347,Mild,1358,12.9
FDP-01043,Wheat,Madhya Pradesh,Kharif,Silty Clay,24.7,85.5,210.36,5.91,41.1,53.8,44.7,8.1,6.8,12.0,22.13,104,Sprinkler,0,Anthracnose,0.332,Mild,1659,5.9
FDP-01044,Tomato,Gujarat,Zaid,Red Laterite,25.3,72.0,112.6,5.41,40.3,32.0,44.2,3.8,11.7,15.9,18.99,78,Flood,0,Fusarium Wilt,0.606,Moderate,6172,29.6
FDP-01045,Soybean,Maharashtra,Zaid,Loam,17.0,92.9,209.61,6.62,54.4,31.7,40.7,4.5,11.5,5.9,13.26,38,Flood,0,Downy Mildew,0.7,Moderate,6850,37.4
FDP-01046,Barley,Tamil Nadu,Rabi,Silty Clay,25.0,67.3,93.0,7.03,50.5,41.3,59.0,10.7,10.0,16.5,19.0,107,Sprinkler,1,Mosaic Virus,0.897,Severe,17711,69.8
FDP-01047,Maize,West Bengal,Kharif,Sandy Loam,20.6,86.4,292.71,4.87,35.0,32.2,37.3,22.5,5.4,8.2,20.9,45,Drip,1,Root Rot,0.748,Moderate,4275,43.2
FDP-01048,Wheat,Odisha,Zaid,Clay,32.3,87.9,157.15,6.48,62.1,44.6,48.1,7.4,7.5,3.6,15.1,41,Drip,0,Leaf Blight,0.754,Severe,20095,56.4
FDP-01049,Barley,Haryana,Rabi,Black Cotton,23.7,82.5,187.72,5.99,49.1,34.0,53.7,18.0,4.1,11.5,2.8,67,Sprinkler,1,Anthracnose,0.99,Severe,8341,73.8
FDP-01050,Potato,Uttar Pradesh,Kharif,Loam,24.7,60.7,105.59,6.66,69.8,58.5,71.6,8.1,7.6,13.1,9.71,83,Rainfed,0,Healthy,0.095,None,0,0.0
FDP-01051,Sorghum,Odisha,Zaid,Clay,32.4,78.8,191.82,5.96,59.4,38.9,53.0,13.4,11.6,13.7,18.4,71,Sprinkler,0,Leaf Blight,0.488,Mild,1691,14.4
FDP-01052,Soybean,Maharashtra,Kharif,Sandy,24.1,65.3,83.98,6.94,54.6,37.4,47.1,11.5,5.9,3.2,21.51,108,Sprinkler,1,Mosaic Virus,0.404,Mild,1481,6.4
FDP-01053,Maize,Andhra Pradesh,Kharif,Clay,26.8,53.2,91.17,6.95,74.5,60.6,68.8,11.1,6.4,8.8,6.67,77,Sprinkler,0,Healthy,0.002,None,0,0.0
FDP-01054,Maize,Andhra Pradesh,Rabi,Black Cotton,26.3,57.5,91.58,6.62,85.8,67.1,69.4,3.2,11.1,4.7,17.12,39,Flood,0,Healthy,0.007,None,0,0.0
FDP-01055,Soybean,West Bengal,Kharif,Black Cotton,27.3,61.5,108.69,6.23,76.3,64.1,67.2,6.3,10.1,2.5,13.11,32,Furrow,0,Healthy,0.01,None,0,0.0
FDP-01056,Rice,Odisha,Kharif,Red Laterite,25.1,59.1,44.45,7.39,74.1,39.2,46.3,7.2,7.6,17.2,21.34,97,Flood,0,Powdery Mildew,0.474,Mild,671,9.0
FDP-01057,Sorghum,Uttar Pradesh,Kharif,Red Laterite,25.1,90.6,239.84,6.07,46.4,26.0,47.7,5.5,5.1,4.5,19.28,116,Furrow,0,Anthracnose,0.815,Severe,19088,74.8
FDP-01058,Maize,Andhra Pradesh,Rabi,Red Laterite,25.1,50.7,75.37,6.18,72.6,49.5,72.2,3.2,11.5,4.2,5.36,71,Sprinkler,0,Healthy,0.033,None,0,0.0
FDP-01059,Wheat,Madhya Pradesh,Zaid,Black Cotton,23.4,39.0,125.14,6.5,77.3,50.3,76.5,9.5,5.1,9.3,18.79,95,Drip,0,Healthy,0.082,None,0,0.0
FDP-01060,Potato,Jharkhand,Kharif,Silty Clay,25.2,51.7,84.31,6.28,78.9,62.2,77.3,12.4,7.3,9.5,1.49,68,Drip,0,Healthy,0.091,None,0,0.0
FDP-01061,Soybean,Rajasthan,Rabi,Clay,24.8,52.0,106.8,6.52,86.2,62.9,67.9,16.1,9.5,9.7,12.15,98,Flood,1,Healthy,0.092,None,0,0.0
FDP-01062,Rice,Punjab,Rabi,Clay,35.0,80.8,180.13,6.77,55.5,42.6,50.4,14.0,9.5,8.6,6.42,43,Sprinkler,0,Bacterial Wilt,0.55,Moderate,7043,28.3
FDP-01063,Rice,Haryana,Kharif,Silty Clay,30.6,82.8,143.84,5.84,45.1,42.2,56.7,12.8,11.0,8.5,7.48,37,Furrow,1,Leaf Blight,0.534,Moderate,3485,37.0
FDP-01064,Potato,Madhya Pradesh,Zaid,Red Laterite,26.5,51.4,91.72,6.76,82.9,65.7,68.1,12.4,6.5,17.0,21.31,59,Sprinkler,0,Healthy,0.092,None,0,0.0
FDP-01065,Potato,Punjab,Zaid,Red Laterite,20.1,81.1,108.64,6.38,54.2,42.8,57.9,13.3,4.3,14.0,4.63,115,Flood,0,Rust Disease,0.844,Severe,12803,56.2
FDP-01066,Sugarcane,Andhra Pradesh,Kharif,Sandy Loam,21.9,56.4,52.26,6.97,61.4,44.8,55.5,23.8,9.7,13.6,12.74,69,Flood,1,Powdery Mildew,0.363,Mild,761,7.7
FDP-01067,Cotton,Bihar,Rabi,Sandy,21.3,59.7,34.26,7.12,52.6,45.9,55.3,6.4,5.7,10.5,19.78,103,Furrow,1,Powdery Mildew,0.855,Severe,18926,49.8
FDP-01068,Tomato,West Bengal,Rabi,Sandy,25.5,85.2,193.31,6.55,46.1,33.5,43.5,23.8,11.6,17.8,20.29,78,Furrow,1,Anthracnose,0.675,Moderate,3885,29.6
FDP-01069,Soybean,Telangana,Zaid,Silty Clay,19.1,72.0,94.41,5.97,47.7,46.0,50.3,17.1,9.2,2.6,8.31,103,Drip,0,Rust Disease,0.465,Mild,505,8.0
FDP-01070,Cotton,Haryana,Zaid,Sandy,26.7,60.7,107.7,6.7,52.4,37.8,48.0,6.4,8.6,6.6,20.6,29,Sprinkler,0,Mosaic Virus,0.553,Moderate,3141,27.4
FDP-01071,Barley,Maharashtra,Rabi,Clay,24.8,46.9,99.79,6.67,79.7,69.8,71.2,19.5,5.5,10.7,20.45,120,Drip,0,Healthy,0.075,None,0,0.0
FDP-01072,Maize,Uttar Pradesh,Rabi,Black Cotton,23.7,55.4,110.16,7.1,67.0,64.4,76.6,24.9,4.1,7.0,7.39,104,Sprinkler,1,Healthy,0.005,None,0,0.0
FDP-01073,Sorghum,Odisha,Kharif,Sandy,23.6,49.5,91.97,6.81,85.8,67.2,64.4,16.5,10.1,15.9,21.38,91,Drip,0,Healthy,0.015,None,0,0.0
FDP-01074,Tomato,Andhra Pradesh,Kharif,Sandy Loam,23.6,52.8,107.89,6.74,83.5,57.8,71.8,11.1,6.2,6.0,3.52,119,Flood,1,Healthy,0.077,None,0,0.0
FDP-01075,Maize,Tamil Nadu,Zaid,Silty Clay,21.5,57.3,34.86,7.18,59.4,37.6,52.6,6.0,6.0,17.6,10.23,53,Rainfed,1,Powdery Mildew,0.806,Severe,22548,72.3
FDP-01076,Potato,Uttar Pradesh,Kharif,Clay,32.2,71.5,151.0,5.92,44.9,37.3,39.4,11.2,5.1,12.7,24.83,97,Furrow,0,Bacterial Wilt,0.826,Severe,24491,50.6
FDP-01077,Soybean,West Bengal,Zaid,Sandy,25.7,53.2,66.92,6.91,60.2,41.2,53.0,11.8,5.0,12.9,11.68,106,Furrow,1,Powdery Mildew,0.651,Moderate,7811,25.7
FDP-01078,Potato,Gujarat,Kharif,Silty Clay,24.2,82.6,202.74,6.08,41.3,41.5,45.2,3.7,11.0,9.9,10.5,31,Rainfed,0,Anthracnose,0.733,Moderate,3793,29.8
FDP-01079,Barley,Punjab,Zaid,Red Laterite,13.8,86.5,222.93,6.38,52.9,41.1,41.8,16.2,7.7,14.3,8.08,119,Rainfed,1,Downy Mildew,0.519,Moderate,7258,30.1
FDP-01080,Wheat,Gujarat,Rabi,Black Cotton,24.3,64.2,53.16,6.78,59.0,34.9,58.8,17.5,11.6,9.3,11.92,39,Drip,1,Powdery Mildew,0.373,Mild,1242,14.0
FDP-01081,Wheat,Haryana,Kharif,Loam,25.8,66.5,100.3,6.71,59.2,36.5,56.1,8.7,11.4,10.4,17.57,84,Drip,0,Mosaic Virus,0.448,Mild,522,16.3
FDP-01082,Barley,Jharkhand,Kharif,Black Cotton,30.8,78.5,181.21,6.44,46.1,43.9,49.7,13.9,7.0,16.7,1.39,19,Sprinkler,0,Leaf Blight,0.36,Mild,1667,13.5
FDP-01083,Sugarcane,Rajasthan,Kharif,Sandy Loam,19.3,89.7,281.47,5.57,47.2,29.1,38.1,23.3,7.6,3.9,1.67,26,Drip,1,Root Rot,0.986,Severe,17253,78.6
FDP-01084,Cotton,Rajasthan,Rabi,Black Cotton,21.3,85.0,235.91,5.06,38.9,31.6,40.9,10.2,11.2,2.2,24.52,31,Sprinkler,0,Root Rot,0.585,Moderate,6125,22.5
FDP-01085,Maize,Telangana,Kharif,Silty Clay,13.6,91.4,237.03,6.75,53.8,33.9,42.7,4.2,5.7,5.1,22.98,63,Furrow,1,Downy Mildew,0.908,Severe,9225,55.2
FDP-01086,Sugarcane,Punjab,Kharif,Black Cotton,23.8,51.9,87.06,6.99,80.5,58.8,65.0,16.9,6.8,5.6,14.65,106,Flood,0,Healthy,0.081,None,0,0.0
FDP-01087,Maize,Tamil Nadu,Zaid,Silty Clay,21.3,79.6,122.49,6.65,53.8,34.2,54.6,20.2,5.6,11.2,8.64,92,Rainfed,1,Rust Disease,0.85,Severe,19109,55.2
FDP-01088,Soybean,Telangana,Kharif,Black Cotton,20.4,70.6,100.3,6.22,55.0,43.5,48.2,6.4,6.9,15.7,10.9,102,Flood,1,Rust Disease,0.446,Mild,1750,14.1
FDP-01089,Sorghum,Punjab,Zaid,Sandy,25.0,91.1,238.81,5.8,46.4,50.2,55.9,13.5,11.9,15.1,22.84,118,Flood,0,Anthracnose,0.836,Severe,18143,64.1
FDP-01090,Rice,Bihar,Rabi,Sandy Loam,26.2,74.1,105.1,5.22,38.6,29.2,44.1,10.1,5.7,11.0,9.03,55,Sprinkler,0,Fusarium Wilt,0.413,Mild,1073,13.6
FDP-01091,Rice,Telangana,Kharif,Black Cotton,32.1,81.1,167.55,6.36,59.8,39.9,43.4,14.1,5.1,1.4,4.24,73,Rainfed,1,Leaf Blight,0.985,Severe,22484,67.8
FDP-01092,Rice,Uttar Pradesh,Zaid,Sandy,22.3,49.8,103.25,6.61,72.9,52.2,80.4,17.5,8.7,4.8,21.26,61,Rainfed,1,Healthy,0.041,None,0,0.0
FDP-01093,Maize,West Bengal,Rabi,Loam,22.2,74.8,124.42,6.24,35.3,51.9,55.4,24.2,6.6,14.6,5.66,94,Sprinkler,1,Rust Disease,0.358,Mild,1346,12.6
FDP-01094,Wheat,Uttar Pradesh,Zaid,Black Cotton,30.5,77.1,179.65,6.39,48.7,39.7,41.7,15.6,5.0,6.5,14.29,109,Furrow,0,Leaf Blight,0.306,Mild,715,9.4
FDP-01095,Soybean,Gujarat,Kharif,Clay,25.9,50.2,96.79,6.42,74.3,66.4,70.2,24.0,7.1,8.1,24.24,74,Sprinkler,0,Healthy,0.047,None,0,0.0
FDP-01096,Sugarcane,Haryana,Kharif,Sandy Loam,19.4,80.5,139.41,6.35,52.8,46.3,54.3,18.1,9.9,5.9,7.94,108,Rainfed,0,Rust Disease,0.838,Severe,14536,59.1
FDP-01097,Cotton,Maharashtra,Zaid,Sandy,23.8,56.6,73.73,6.85,82.4,67.8,71.2,8.5,6.6,7.0,2.05,104,Drip,1,Healthy,0.028,None,0,0.0
FDP-01098,Maize,Karnataka,Rabi,Clay,22.8,47.6,124.51,6.42,89.0,67.9,76.0,17.9,4.9,12.2,7.36,42,Furrow,1,Healthy,0.003,None,0,0.0
FDP-01099,Soybean,Rajasthan,Kharif,Red Laterite,19.9,73.0,95.53,5.63,46.4,49.0,50.2,17.8,8.5,6.9,17.78,116,Rainfed,1,Rust Disease,0.449,Mild,933,18.0
FDP-01100,Soybean,Karnataka,Rabi,Loam,24.7,79.4,262.92,6.76,48.6,30.1,53.1,5.2,5.3,11.9,21.89,37,Flood,0,Anthracnose,0.348,Mild,1329,6.2
FDP-01101,Sugarcane,Maharashtra,Rabi,Silty Clay,25.0,63.4,107.12,6.88,56.7,47.9,50.4,13.4,7.8,6.3,21.82,100,Flood,1,Mosaic Virus,0.881,Severe,11029,76.3
FDP-01102,Potato,Rajasthan,Kharif,Clay,23.3,57.7,39.59,7.33,63.7,52.3,47.4,3.8,6.1,2.6,8.22,68,Rainfed,1,Powdery Mildew,0.675,Moderate,3316,44.1
FDP-01103,Sorghum,Uttar Pradesh,Rabi,Red Laterite,22.4,64.2,30.87,7.59,63.2,47.3,62.8,11.7,4.5,9.3,20.43,86,Drip,0,Powdery Mildew,0.806,Severe,12738,56.3
FDP-01104,Cotton,Jharkhand,Kharif,Clay,26.6,72.3,108.21,5.66,52.3,38.3,39.6,19.6,10.5,14.8,16.25,73,Rainfed,0,Fusarium Wilt,0.905,Severe,11722,72.7
FDP-01105,Potato,Uttar Pradesh,Zaid,Black Cotton,33.9,77.0,152.84,6.09,38.8,35.9,42.1,18.1,11.9,8.5,13.2,72,Rainfed,0,Bacterial Wilt,0.747,Moderate,6738,22.4
FDP-01106,Tomato,West Bengal,Rabi,Black Cotton,22.2,63.8,125.03,6.68,80.1,62.0,66.1,6.7,11.2,16.8,24.41,114,Furrow,0,Healthy,0.038,None,0,0.0
FDP-01107,Tomato,Uttar Pradesh,Zaid,Silty Clay,29.8,83.3,142.16,6.26,51.1,38.3,46.2,19.4,4.8,1.7,18.95,62,Drip,1,Leaf Blight,0.511,Moderate,4514,32.6
FDP-01108,Sugarcane,Gujarat,Zaid,Sandy,28.9,71.5,93.54,6.8,54.4,49.7,51.0,12.9,10.6,13.4,5.63,67,Sprinkler,1,Mosaic Virus,0.88,Severe,21954,63.3
FDP-01109,Rice,Gujarat,Kharif,Sandy,15.4,92.1,109.02,6.5,44.8,29.7,42.2,6.3,7.9,14.6,14.44,62,Furrow,0,Downy Mildew,0.716,Moderate,6446,30.9
FDP-01110,Soybean,Tamil Nadu,Zaid,Loam,29.0,83.7,195.22,6.52,58.2,48.4,44.6,3.6,10.9,14.2,6.51,94,Drip,0,Leaf Blight,0.864,Severe,11401,48.1
FDP-01111,Soybean,Tamil Nadu,Kharif,Sandy,26.2,55.7,131.49,6.75,82.8,53.5,84.2,5.4,5.5,4.5,6.35,111,Rainfed,0,Healthy,0.05,None,0,0.0
FDP-01112,Potato,Maharashtra,Rabi,Clay,15.3,88.3,154.47,6.24,58.9,38.7,49.6,4.9,4.4,15.9,2.46,114,Furrow,1,Downy Mildew,0.567,Moderate,3602,41.4
FDP-01113,Cotton,Jharkhand,Rabi,Sandy,27.0,95.1,152.76,5.59,42.8,34.8,45.7,9.1,11.7,10.8,24.7,120,Drip,1,Anthracnose,0.958,Severe,15337,62.8
FDP-01114,Potato,Jharkhand,Rabi,Red Laterite,29.3,79.5,120.61,6.0,46.3,36.1,40.9,6.3,6.9,3.2,11.68,116,Flood,1,Leaf Blight,0.303,Mild,1349,5.5
FDP-01115,Cotton,Tamil Nadu,Zaid,Red Laterite,23.6,47.0,97.44,6.53,86.0,62.7,69.5,24.8,10.2,17.4,19.6,91,Sprinkler,1,Healthy,0.017,None,0,0.0
FDP-01116,Soybean,Gujarat,Kharif,Silty Clay,18.7,76.9,133.81,6.29,61.9,45.2,57.8,9.0,4.3,16.9,14.86,39,Drip,1,Rust Disease,0.861,Severe,22060,49.5
FDP-01117,Maize,West Bengal,Rabi,Loam,18.7,72.7,126.99,6.34,55.5,48.9,44.2,2.2,10.7,2.5,15.95,35,Flood,1,Rust Disease,0.37,Mild,758,12.6
FDP-01118,Soybean,Odisha,Zaid,Loam,18.4,91.9,130.31,6.23,49.5,39.7,52.7,2.9,8.9,14.7,11.23,85,Sprinkler,0,Rust Disease,0.443,Mild,691,5.4
FDP-01119,Sorghum,Andhra Pradesh,Kharif,Sandy Loam,27.3,53.6,77.65,6.88,90.4,69.1,74.9,24.3,5.6,17.2,13.69,105,Furrow,0,Healthy,0.038,None,0,0.0
FDP-01120,Maize,Karnataka,Rabi,Black Cotton,34.6,74.7,145.85,6.8,41.1,32.5,43.1,24.9,11.2,1.4,21.54,114,Flood,1,Bacterial Wilt,0.468,Mild,954,9.5
FDP-01121,Tomato,Telangana,Zaid,Red Laterite,19.6,90.2,234.89,6.07,30.0,36.3,31.2,5.3,10.6,6.9,10.3,115,Sprinkler,1,Root Rot,0.761,Severe,17010,47.9
FDP-01122,Wheat,Odisha,Zaid,Silty Clay,22.0,52.5,116.26,6.9,80.4,63.2,69.8,10.6,7.0,4.3,3.3,28,Rainfed,0,Healthy,0.093,None,0,0.0
FDP-01123,Maize,Jharkhand,Rabi,Loam,26.4,55.7,110.09,6.68,70.8,62.7,73.5,23.0,11.8,5.5,5.71,38,Drip,0,Healthy,0.049,None,0,0.0
FDP-01124,Tomato,Bihar,Rabi,Sandy Loam,26.0,83.0,154.92,6.24,48.6,36.6,43.3,2.9,10.7,4.6,8.54,116,Rainfed,0,Leaf Blight,0.352,Mild,1781,6.1
FDP-01125,Soybean,Jharkhand,Rabi,Black Cotton,32.3,79.9,124.59,6.88,42.9,46.4,38.8,19.2,11.2,1.8,13.34,72,Flood,0,Bacterial Wilt,0.509,Moderate,3463,36.5
FDP-01126,Wheat,Rajasthan,Kharif,Loam,16.6,74.8,109.77,6.17,57.4,43.6,56.1,23.5,10.1,2.8,6.16,76,Flood,0,Rust Disease,0.665,Moderate,4084,43.2
FDP-01127,Wheat,West Bengal,Zaid,Sandy Loam,23.1,51.0,44.65,6.6,79.5,63.8,68.2,13.4,6.8,7.8,9.34,80,Flood,0,Healthy,0.087,None,0,0.0
FDP-01128,Tomato,Haryana,Kharif,Loam,25.6,51.7,121.27,6.84,80.1,59.9,65.2,19.8,5.2,11.4,6.37,43,Flood,0,Healthy,0.027,None,0,0.0
FDP-01129,Rice,West Bengal,Rabi,Black Cotton,19.4,90.9,282.04,4.94,34.1,25.7,25.9,14.1,8.8,10.6,16.53,98,Rainfed,1,Root Rot,0.822,Severe,24246,60.3
FDP-01130,Tomato,Maharashtra,Rabi,Clay,23.3,84.4,189.82,6.2,50.1,34.1,38.7,13.5,8.3,12.2,1.52,102,Rainfed,1,Anthracnose,0.372,Mild,1703,9.7
FDP-01131,Sugarcane,Gujarat,Rabi,Sandy,15.5,90.4,242.9,6.46,40.7,34.2,42.7,6.2,11.5,10.0,21.38,91,Sprinkler,1,Downy Mildew,0.736,Moderate,6974,29.6
FDP-01132,Cotton,Odisha,Rabi,Black Cotton,27.4,47.2,79.57,6.75,82.2,57.5,66.8,13.1,4.3,8.9,10.76,23,Flood,1,Healthy,0.089,None,0,0.0
